STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,Day,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,Rain,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/16/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/17/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/18/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/19/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/20/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/21/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/22/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/23/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/24/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/25/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/26/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/27/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/28/2016,,,,,0.02,",,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/29/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,4/30/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/1/2016,,,,,0,"T,,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/2/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/3/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/4/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/5/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/6/2016,,,,,0.41,",,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/7/2016,,,,,0.08,",,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/8/2016,,,,,0.03,",,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/9/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/10/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/11/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/12/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/13/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/14/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/15/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/16/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/17/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/18/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/19/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/20/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/21/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/22/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/23/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/24/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/25/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/26/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/27/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/28/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/29/2016,,,,,0,"T,,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/30/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,5/31/2016,,,,,0,"T,,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/1/2016,,,,,0,"T,,N",,
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/2/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/3/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/4/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/5/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/6/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/7/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/8/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/9/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/10/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/11/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/12/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/13/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/14/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/15/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/16/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/17/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/18/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/19/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/20/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/21/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/22/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/23/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/24/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/25/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/26/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/27/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/28/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/29/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,6/30/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/1/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/2/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/3/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/4/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/5/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/6/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/7/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/8/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/9/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/10/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/11/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/12/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/13/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/14/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/15/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/16/2016,,,,,0,",,N",0,",,N"
US1CASD0097,"CARLSBAD 8.3SE, CA US",33.0794,-117.2419,67.7,7/17/2016,,,,,0,",,N",0,",,N"
